Office ID,Name of Unit (HO/Division),Region,HOA,Description,APT Alloted,APT Consumed,e-lekha Consumed,Diff. (APT - e-Lekha),APT Consumed %,e-Lekha Consumed %
16360004,Gandhinagar HO,NGR,320102101100105,Gramin Dak Sevaks-Rewards,"25,14,815.00",-,-,-,0.00%,0.00%
16360004,Gandhinagar HO,NGR,320102101100107,Gramin Dak Sevaks-Allowances,"7,29,71,835.00","1,19,44,399.00",-,"1,19,44,399.00",16.37%,0.00%
16360004,Gandhinagar HO,NGR,320102103060101,Other Conveyance of Mails-Salaries,"8,69,250.00","1,65,629.00",-,"1,65,629.00",19.05%,0.00%
16360004,Gandhinagar HO,NGR,320102103060105,Other Conveyance of Mails-Rewards,"42,102.00",-,-,-,0.00%,0.00%
16360004,Gandhinagar HO,NGR,320102103060107,Other Conveyance of Mails-Allowances,"8,05,907.00","1,97,802.00",-,"1,97,802.00",24.54%,0.00%
16360004,Gandhinagar HO,NGR,320102103060111,Other Conveyance of Mails-Domestic Travel Expenses,"2,50,000.00",-,-,-,0.00%,0.00%
16360004,Gandhinagar HO,NGR,320102103060113,Other Conveyance of Mails-Office Expenses,"3,00,000.00","67,285.00",-,"67,285.00",22.43%,0.00%
16360004,Gandhinagar HO,NGR,320102103060128,Other Conveyance of Mails-Professional Services,"2,50,000.00",-,-,-,0.00%,0.00%
16360004,Gandhinagar HO,NGR,320102103060149,Other Conveyance of Mails-Other Revenue Expenditure,"2,500.00",-,-,-,0.00%,0.00%
16360004,Gandhinagar HO,NGR,320103101010101,SBCO-Salaries,"10,925.00",-,-,-,0.00%,0.00%
16360004,Gandhinagar HO,NGR,320103101010107,SBCO-Allowances,"1,20,016.00",-,-,-,0.00%,0.00%
16360004,Gandhinagar HO,NGR,320103101010113,SBCO-Office Expenses,"16,000.00",-,-,-,0.00%,0.00%
16360004,Gandhinagar HO,NGR,320103101030101,Small Savings Work-Salaries,"2,58,963.00",-,-,-,0.00%,0.00%
16360004,Gandhinagar HO,NGR,320103101030107,Small Savings Work-Allowances,"3,56,950.00",-,-,-,0.00%,0.00%
16360004,Gandhinagar HO,NGR,320103101080106,PLI Branch Circle office-Medical Treatment,"27,500.00",775.00,-,775.00,2.82%,0.00%
16360004,Gandhinagar HO,NGR,320103101080111,PLI Branch Circle office-Domestic Travel Expenses,"75,000.00","24,824.00",-,"24,824.00",33.10%,0.00%
16360004,Gandhinagar HO,NGR,320105053010127,Maintenance of Post Office Buildings-Minor Civil and Electrical Works,"3,20,000.00","11,800.00",-,"11,800.00",3.69%,0.00%
16360004,Gandhinagar HO,NGR,320107101010004,Superannuation & Retirement Allowance-Pensionary Charges,"8,49,46,925.00","2,17,52,839.00",-,"2,17,52,839.00",25.61%,0.00%
16360004,Gandhinagar HO,NGR,320107102010004,Commuted Value of Pension-Pensionary Charges,"1,12,33,586.00","12,23,201.00",-,"12,23,201.00",10.89%,0.00%
16360004,Gandhinagar HO,NGR,320107104010104,Gratuities-Pensionary Charges,"84,83,750.00","23,79,040.00",-,"23,79,040.00",28.04%,0.00%
16360004,Gandhinagar HO,NGR,320107104010304,Gratuities to Extra Departmental Agents-Pensionary Charges,"27,85,062.00","1,50,000.00",-,"1,50,000.00",5.39%,0.00%
16360004,Gandhinagar HO,NGR,320107104010404,Payment of severance amount to GDS-Pensionary Charges,"2,67,702.00","31,500.00",-,"31,500.00",11.77%,0.00%
16360004,Gandhinagar HO,NGR,320107107010004,Family Pension-Pensionary Charges,"2,92,01,334.00","71,97,854.00",-,"71,97,854.00",24.65%,0.00%
16360004,Gandhinagar HO,NGR,320107108010004,Leave Encashment Benefits-Pensionary Charges,"76,84,172.00","9,67,003.00",-,"9,67,003.00",12.58%,0.00%
16360025,Godhara HO,SGR,320101101030101,Postal Division-Salaires,"67,50,000.00","27,93,806.00",-,"27,93,806.00",41.39%,0.00%
16360025,Godhara HO,SGR,320101101030102,Postal Division-Wages,"1,25,000.00","33,477.00",-,"33,477.00",26.78%,0.00%
16360025,Godhara HO,SGR,320101101030105,Postal Division-Rewards,"50,000.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320101101030106,Postal Division-Medical Treatment,"5,000.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320101101030107,Postal Division-Allowances,"75,00,000.00","24,45,693.00",-,"24,45,693.00",32.61%,0.00%
16360025,Godhara HO,SGR,320101101030108,Postal Division-LTC,"50,000.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320101101030111,Postal Division-Domestic Travel Expenses,"4,95,000.00","3,70,674.00",-,"3,70,674.00",74.88%,0.00%
16360025,Godhara HO,SGR,320101101030113,Postal Division-Office Expenses,"2,90,000.00","1,53,902.00",-,"1,53,902.00",53.07%,0.00%
16360025,Godhara HO,SGR,320101101030119,Postal Division-Digital Equipment,"10,000.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320101101030128,Postal Division-Professinal Services,"2,50,000.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320101101030129,Postal Division-Repair and Maintenance,"20,510.00","18,301.00",-,"18,301.00",89.23%,0.00%
16360025,Godhara HO,SGR,320102101010101,Existing Post Offices-Salaries,"5,00,00,000.00","1,70,91,295.00",-,"1,70,91,295.00",34.18%,0.00%
16360025,Godhara HO,SGR,320102101010102,Existing Post Offices-Wages,"9,35,000.00","3,68,262.00",-,"3,68,262.00",39.39%,0.00%
16360025,Godhara HO,SGR,320102101010105,Existing Post Offices-Rewards,"20,00,000.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320102101010106,Existing Post Offices-Medical Treatment,"75,000.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320102101010107,Existing Post Offices-Allowances,"6,00,00,000.00","1,74,22,082.00",-,"1,74,22,082.00",29.04%,0.00%
16360025,Godhara HO,SGR,320102101010108,Existing Post Offices-LTC,"50,000.00",101.00,-,101.00,0.20%,0.00%
16360025,Godhara HO,SGR,320102101010111,Existing Post Offices-Domestic Travel Expenses,"7,50,000.00","4,08,064.00",-,"4,08,064.00",54.41%,0.00%
16360025,Godhara HO,SGR,320102101010113,Existing Post Offices-Office Expenses,"15,00,000.00","4,71,057.00",-,"4,71,057.00",31.40%,0.00%
16360025,Godhara HO,SGR,320102101010114,"Existing Post Offices-Rent,Rates & Taxes for Land and Buidlings","7,50,000.00","2,52,684.00",-,"2,52,684.00",33.69%,0.00%
16360025,Godhara HO,SGR,320102101010118,Existing Post Offices-Rent for Others,"5,000.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320102101010119,Existing Post Offices-Digital Equipment,"50,000.00","31,438.00",-,"31,438.00",62.88%,0.00%
16360025,Godhara HO,SGR,320102101010124,Existing Post Offices-Fuels and Lubricants,"45,000.00","38,350.00",-,"38,350.00",85.22%,0.00%
16360025,Godhara HO,SGR,320102101010126,Existing Post Offices-Advertising and Publicity,"5,000.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320102101010127,Existing Post Offices-Minor Civil and Electrical Works,"50,000.00",200.00,-,200.00,0.40%,0.00%
16360025,Godhara HO,SGR,320102101010128,Existing Post Offices-Professional Services,"5,00,000.00",100.00,-,100.00,0.02%,0.00%
16360025,Godhara HO,SGR,320102101010129,Existing Post Offices-Repairs and Maintenance,"2,500.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320102101100105,Gramin Dak Sevaks-Rewards,"67,50,000.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320102101100107,Gramin Dak Sevaks-Allowances,"11,70,00,000.00","3,32,13,630.00",-,"3,32,13,630.00",28.39%,0.00%
16360025,Godhara HO,SGR,320102103060101,Other Conveyance of Mails-Salaries,"17,57,000.00","4,86,867.00",-,"4,86,867.00",27.71%,0.00%
16360025,Godhara HO,SGR,320102103060105,Other Conveyance of Mails-Rewards,"55,500.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320102103060107,Other Conveyance of Mails-Allowances,"17,63,500.00","4,09,210.00",-,"4,09,210.00",23.20%,0.00%
16360025,Godhara HO,SGR,320102103060111,Other Conveyance of Mails-Domestic Travel Expenses,"5,71,500.00","1,72,022.00",-,"1,72,022.00",30.10%,0.00%
16360025,Godhara HO,SGR,320102103060113,Other Conveyance of Mails-Office Expenses,"99,000.00","69,665.00",-,"69,665.00",70.37%,0.00%
16360025,Godhara HO,SGR,320102103060128,Other Conveyance of Mails-Professional Services,"7,52,500.00","1,82,971.00",-,"1,82,971.00",24.32%,0.00%
16360025,Godhara HO,SGR,320103101010101,SBCO-Salaries,"29,500.00","1,72,000.00",-,"1,72,000.00",583.05%,0.00%
16360025,Godhara HO,SGR,320103101010107,SBCO-Allowances,"3,06,500.00","1,70,102.00",-,"1,70,102.00",55.50%,0.00%
16360025,Godhara HO,SGR,320103101010111,SBCO-Domestic Travel Expenses,"10,000.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320103101030101,Small Savings Work-Salaries,"31,27,000.00","12,50,200.00",-,"12,50,200.00",39.98%,0.00%
16360025,Godhara HO,SGR,320103101030107,Small Savings Work-Allowances,"37,84,000.00","11,77,912.00",-,"11,77,912.00",31.13%,0.00%
16360025,Godhara HO,SGR,320103101080101,PLI Branch Circle office-Salaries,"2,99,300.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320103101080102,PLI Branch Circle office-Wages,"3,300.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320103101080105,PLI Branch Circle office-Rewards,"10,200.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320103101080106,PLI Branch Circle office-Medical Treatment,"16,400.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320103101080107,PLI Branch Circle office-Allowances,"2,66,900.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320103101080108,PLI Branch Circle office-LTC,"6,500.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320103101080111,PLI Branch Circle office-Domestic Travel Expenses,"16,400.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320103101080113,PLI Branch Circle office-Office Expenses,"7,100.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320103101080128,PLI Branch Circle office-Professional Services,"1,900.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320103101090113,Rural PLI-Office Expenses,"3,900.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320105053010127,Maintenance of Post Office Buildings-Minor Civil and Electrical Works,"70,000.00","10,580.00",-,"10,580.00",15.11%,0.00%
16360025,Godhara HO,SGR,320107101010004,Superannuation & Retirement Allowance-Pensionary Charges,"5,00,00,000.00","1,71,90,466.00",-,"1,71,90,466.00",34.38%,0.00%
16360025,Godhara HO,SGR,320107102010004,Commuted Value of Pension-Pensionary Charges,"12,50,000.00","8,55,454.00",-,"8,55,454.00",68.44%,0.00%
16360025,Godhara HO,SGR,320107104010104,Gratuities-Pensionary Charges,"15,50,000.00","11,48,400.00",-,"11,48,400.00",74.09%,0.00%
16360025,Godhara HO,SGR,320107104010304,Gratuities to Extra Departmental Agents-Pensionary Charges,"23,00,000.00","3,00,000.00",-,"3,00,000.00",13.04%,0.00%
16360025,Godhara HO,SGR,320107104010404,Payment of severance amount to GDS-Pensionary Charges,"9,00,000.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320107107010004,Family Pension-Pensionary Charges,"2,51,50,000.00","69,59,160.00",-,"69,59,160.00",27.67%,0.00%
16360025,Godhara HO,SGR,320107108010004,Leave Encashment Benefits-Pensionary Charges,"12,50,000.00",-,-,-,0.00%,0.00%
16360025,Godhara HO,SGR,320107110010004,Govt. Contribution for defined contributory Pension Scheme-Pensionary Charges,"1,00,50,000.00","32,93,859.00",-,"32,93,859.00",32.77%,0.00%
16360025,Godhara HO,SGR,320160102030149,Subscription towards SDBS-Other Revenue Expenditure,"7,50,000.00","4,20,600.00",-,"4,20,600.00",56.08%,0.00%
16360011,Gondal HO,SKR,320101101020226,Marketing function of DoP (Scheme)-Advertising and Publicity,"25,000.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320101101030101,Postal Division-Salaires,"97,97,886.00","20,79,931.00",-,"20,79,931.00",21.23%,0.00%
16360011,Gondal HO,SKR,320101101030105,Postal Division-Rewards,"2,28,775.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320101101030106,Postal Division-Medical Treatment,"64,108.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320101101030107,Postal Division-Allowances,"88,37,775.00","18,94,692.00",-,"18,94,692.00",21.44%,0.00%
16360011,Gondal HO,SKR,320101101030108,Postal Division-LTC,"1,57,997.00","1,51,488.00",-,"1,51,488.00",95.88%,0.00%
16360011,Gondal HO,SKR,320101101030111,Postal Division-Domestic Travel Expenses,"6,86,775.00","2,51,789.00",-,"2,51,789.00",36.66%,0.00%
16360011,Gondal HO,SKR,320101101030113,Postal Division-Office Expenses,"4,72,664.00","54,771.00",-,"54,771.00",11.59%,0.00%
16360011,Gondal HO,SKR,320101101030119,Postal Division-Digital Equipment,"22,441.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320101101030124,Postal Division-Fuels and Lubricants,"1,24,219.00","9,749.00",-,"9,749.00",7.85%,0.00%
16360011,Gondal HO,SKR,320101101030128,Postal Division-Professinal Services,"60,219.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320101101030129,Postal Division-Repair and Maintenance,"63,330.00","16,934.00",-,"16,934.00",26.74%,0.00%
16360011,Gondal HO,SKR,320101101030149,Postal Division-Other Revenue Expenditure,"4,511.00","3,000.00",-,"3,000.00",66.50%,0.00%
16360011,Gondal HO,SKR,320102003020211,In Service Training-Domestic Travel Expenses,"1,00,000.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320102003020213,In Service Training-Office Expenses,"15,000.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320102101010101,Existing Post Offices-Salaries,"9,99,06,108.00","1,81,87,776.00",-,"1,81,87,776.00",18.20%,0.00%
16360011,Gondal HO,SKR,320102101010102,Existing Post Offices-Wages,"17,05,441.00","4,83,894.00",-,"4,83,894.00",28.37%,0.00%
16360011,Gondal HO,SKR,320102101010105,Existing Post Offices-Rewards,"36,56,108.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320102101010106,Existing Post Offices-Medical Treatment,"4,37,330.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320102101010107,Existing Post Offices-Allowances,"9,36,63,664.00","1,69,34,660.00",-,"1,69,34,660.00",18.08%,0.00%
16360011,Gondal HO,SKR,320102101010108,Existing Post Offices-LTC,"2,49,441.00","73,578.00",-,"73,578.00",29.50%,0.00%
16360011,Gondal HO,SKR,320102101010111,Existing Post Offices-Domestic Travel Expenses,"15,93,553.00","7,29,322.00",-,"7,29,322.00",45.77%,0.00%
16360011,Gondal HO,SKR,320102101010113,Existing Post Offices-Office Expenses,"32,73,553.00","5,33,658.00",-,"5,33,658.00",16.30%,0.00%
16360011,Gondal HO,SKR,320102101010114,"Existing Post Offices-Rent,Rates & Taxes for Land and Buidlings","7,11,108.00","4,01,260.00",-,"4,01,260.00",56.43%,0.00%
16360011,Gondal HO,SKR,320102101010118,Existing Post Offices-Rent for Others,"5,886.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320102101010119,Existing Post Offices-Digital Equipment,"1,47,553.00","57,175.00",-,"57,175.00",38.75%,0.00%
16360011,Gondal HO,SKR,320102101010124,Existing Post Offices-Fuels and Lubricants,"1,02,553.00","6,900.00",-,"6,900.00",6.73%,0.00%
16360011,Gondal HO,SKR,320102101010128,Existing Post Offices-Professional Services,"2,83,441.00","1,65,539.00",-,"1,65,539.00",58.40%,0.00%
16360011,Gondal HO,SKR,320102101010129,Existing Post Offices-Repairs and Maintenance,"1,77,997.00","10,980.00",-,"10,980.00",6.17%,0.00%
16360011,Gondal HO,SKR,320102101010149,Existing Post Offices-Other Revenue Expenditure,"1,441.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320102101100105,Gramin Dak Sevaks-Rewards,"53,18,497.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320102101100107,Gramin Dak Sevaks-Allowances,"12,32,68,997.00","2,54,99,690.00",-,"2,54,99,690.00",20.69%,0.00%
16360011,Gondal HO,SKR,320102103060101,Other Conveyance of Mails-Salaries,"16,45,775.00","4,23,000.00",-,"4,23,000.00",25.70%,0.00%
16360011,Gondal HO,SKR,320102103060105,Other Conveyance of Mails-Rewards,"81,775.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320102103060106,Other Conveyance of Mails-Medical Treatment,"24,664.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320102103060107,Other Conveyance of Mails-Allowances,"16,22,997.00","4,12,800.00",-,"4,12,800.00",25.43%,0.00%
16360011,Gondal HO,SKR,320102103060108,Other Conveyance of Mails-LTC,"20,664.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320102103060111,Other Conveyance of Mails-Domestic Travel Expenses,"6,86,664.00","1,71,486.00",-,"1,71,486.00",24.97%,0.00%
16360011,Gondal HO,SKR,320102103060113,Other Conveyance of Mails-Office Expenses,"5,96,886.00","94,366.00",-,"94,366.00",15.81%,0.00%
16360011,Gondal HO,SKR,320102103060119,Other Conveyance of Mails-Digital Equipment,"18,553.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320102103060128,Other Conveyance of Mails-Professional Services,"17,82,997.00","3,68,665.00",-,"3,68,665.00",20.68%,0.00%
16360011,Gondal HO,SKR,320103101010101,SBCO-Salaries,"14,441.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101010105,SBCO-Rewards,"7,997.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101010106,SBCO-Medical Treatment,441.00,-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101010107,SBCO-Allowances,"1,59,553.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101010108,SBCO-LTC,219.00,-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101010113,SBCO-Office Expenses,"30,219.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101010119,SBCO-Digital Equipment,"8,108.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101010124,SBCO-Fuels and Lubricants,108.00,-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101030101,Small Savings Work-Salaries,"6,53,219.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101030105,Small Savings Work-Rewards,"24,441.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101030106,Small Savings Work-Medical Treatment,"22,108.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101030107,Small Savings Work-Allowances,"7,29,330.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101030108,Small Savings Work-LTC,"13,664.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101030111,Small Savings Work-Domestic Travel Expenses,"13,108.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101030113,Small Savings Work-Office Expenses,"22,441.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101080101,PLI Branch Circle office-Salaries,"3,90,000.00","1,86,600.00",-,"1,86,600.00",47.85%,0.00%
16360011,Gondal HO,SKR,320103101080102,PLI Branch Circle office-Wages,"3,600.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101080105,PLI Branch Circle office-Rewards,"11,300.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101080106,PLI Branch Circle office-Medical Treatment,"18,000.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101080107,PLI Branch Circle office-Allowances,"2,90,000.00","1,41,820.00",-,"1,41,820.00",48.90%,0.00%
16360011,Gondal HO,SKR,320103101080111,PLI Branch Circle office-Domestic Travel Expenses,"18,000.00","5,400.00",-,"5,400.00",30.00%,0.00%
16360011,Gondal HO,SKR,320103101080113,PLI Branch Circle office-Office Expenses,"8,000.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101080128,PLI Branch Circle office-Professional Services,"2,000.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320103101090113,Rural PLI-Office Expenses,"4,000.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,320105053010127,Maintenance of Post Office Buildings-Minor Civil and Electrical Works,"50,000.00","11,200.00",-,"11,200.00",22.40%,0.00%
16360011,Gondal HO,SKR,320107101010004,Superannuation & Retirement Allowance-Pensionary Charges,"11,52,56,997.00","1,89,91,411.00",-,"1,89,91,411.00",16.48%,0.00%
16360011,Gondal HO,SKR,320107102010004,Commuted Value of Pension-Pensionary Charges,"84,42,441.00","13,37,261.00",-,"13,37,261.00",15.84%,0.00%
16360011,Gondal HO,SKR,320107104010104,Gratuities-Pensionary Charges,"90,44,997.00","22,75,200.00",-,"22,75,200.00",25.15%,0.00%
16360011,Gondal HO,SKR,320107104010304,Gratuities to Extra Departmental Agents-Pensionary Charges,"46,91,097.00","7,50,000.00",-,"7,50,000.00",15.99%,0.00%
16360011,Gondal HO,SKR,320107104010404,Payment of severance amount to GDS-Pensionary Charges,"12,28,897.00","2,83,625.00",-,"2,83,625.00",23.08%,0.00%
16360011,Gondal HO,SKR,320107107010004,Family Pension-Pensionary Charges,"4,46,78,441.00","94,81,228.00",-,"94,81,228.00",21.22%,0.00%
16360011,Gondal HO,SKR,320107108010004,Leave Encashment Benefits-Pensionary Charges,"38,05,797.00","17,59,597.00",-,"17,59,597.00",46.23%,0.00%
16360011,Gondal HO,SKR,320107110010004,Govt. Contribution for defined contributory Pension Scheme-Pensionary Charges,"1,69,42,920.00","33,83,819.00",-,"33,83,819.00",19.97%,0.00%
16360011,Gondal HO,SKR,320160102030149,Subscription towards SDBS-Other Revenue Expenditure,"7,38,097.00","2,78,400.00",-,"2,78,400.00",37.72%,0.00%
16360011,Gondal HO,SKR,520100104070071,Computerisation/Modernisation of Savings Bank-ICT,"11,108.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,520100104080071,Computerisation & Modernisation Of Post Office-ICT,"3,69,997.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,801606101010500,Advertisement and Publicity-PLI,"1,00,000.00",-,-,-,0.00%,0.00%
16360011,Gondal HO,SKR,801606101020500,Advertisement and Publicity-RPLI,"65,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320103101080107,PLI Branch Circle office-Allowances,"26,72,000.00","10,23,518.00",-,"10,23,518.00",38.31%,0.00%
16300001,CO Ahd,CO,320103101090129,Rural PLI-Repair and Maintenance,"45,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320101101030111,Postal Division-Domestic Travel Expenses,"15,00,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320102101010113,Existing Post Offices-Office Expenses,"50,000.00","2,610.00",-,"2,610.00",5.22%,0.00%
16300001,CO Ahd,CO,520100104370071,Computerisation/Modernisation Of Admin Offices-ICT,"2,09,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320101101010111,Circle Office-Domestic Travel Expenses,"27,39,000.00","6,14,630.00",-,"6,14,630.00",22.44%,0.00%
16300001,CO Ahd,CO,320103101080119,PLI Branch Circle office-Digital Equipment,"34,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320101101010128,Circle Office-Professional Services,"13,33,000.00","11,03,890.00",-,"11,03,890.00",82.81%,0.00%
16300001,CO Ahd,CO,320107110010004,Govt. Contribution for defined contributory Pension Scheme-Pensionary Charges,"1,12,52,000.00","28,02,492.00",-,"28,02,492.00",24.91%,0.00%
16300001,CO Ahd,CO,320101101030113,Postal Division-Office Expenses,"12,00,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320102102010113,Mail Sorting-Office Expenses,"5,00,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320101101020226,Marketing function of DoP (Scheme)-Advertising and Publicity,"31,30,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320107108010004,Leave Encashment Benefits-Pensionary Charges,"7,30,22,121.00","5,90,240.00",-,"5,90,240.00",0.81%,0.00%
16300001,CO Ahd,CO,320101101010113,Circle Office-Office Expenses,"1,31,90,000.00","13,60,750.00",-,"13,60,750.00",10.32%,0.00%
16300001,CO Ahd,CO,320101101010102,Circle Office-Wages,"18,02,000.00","2,41,935.00",-,"2,41,935.00",13.43%,0.00%
16300001,CO Ahd,CO,320101101010126,Circle Office-Advertising and Publicity,"13,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320102101010111,Existing Post Offices-Domestic Travel Expenses,"30,00,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320101101010105,Circle Office-Rewards,"1,33,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320101101010106,Circle Office-Medical Treatment,"23,39,000.00","3,17,860.00",-,"3,17,860.00",13.59%,0.00%
16300001,CO Ahd,CO,320101101010118,Circle Office-Rent for Others,"63,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320101001030113,Philately Directorate-Office Expenses,"60,00,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320103101090111,Rural PLI-Domestic Travel Expenses,"5,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320102103010118,Rail_Ordinary Services-Rent for Others,"6,00,00,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320101001030134,Philately Directorate-Scholorships,"4,00,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320103101080111,PLI Branch Circle office-Domestic Travel Expenses,"1,65,000.00","51,994.00",-,"51,994.00",31.51%,0.00%
16300001,CO Ahd,CO,320101101040106,RMS Divisions-Medical Treatment,"50,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320101101010129,Circle Office-Repair and Maintenance,"3,06,000.00","36,378.00",-,"36,378.00",11.89%,0.00%
16300001,CO Ahd,CO,320103101080105,PLI Branch Circle office-Rewards,"1,02,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320101101010149,Circle Office-Other Revenue Expenditure,"1,21,000.00","5,000.00",-,"5,000.00",4.13%,0.00%
16300001,CO Ahd,CO,320101101010101,Circle Office-Salaries,"5,92,39,000.00","1,56,74,040.00",-,"1,56,74,040.00",26.46%,0.00%
16300001,CO Ahd,CO,320101101010108,Circle Office-LTC,"5,09,000.00","1,72,728.00",-,"1,72,728.00",33.93%,0.00%
16300001,CO Ahd,CO,520100104640771,FILED INFRA_ICT EQUIPMENT,"5,00,00,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320102103060113,Other Conveyance of Mails-Office Expenses,"20,00,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320103101080140,PLI Branch Circle Office-Awards and Prizes,"1,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320103101080113,PLI Branch Circle office-Office Expenses,"71,000.00","1,180.00",-,"1,180.00",1.66%,0.00%
16300001,CO Ahd,CO,320103101080106,PLI Branch Circle office-Medical Treatment,"1,64,000.00","4,000.00",-,"4,000.00",2.44%,0.00%
16300001,CO Ahd,CO,801606101010500,Advertisement and Publicity-PLI,"10,00,000.00",-,-,-,0.00%,0.00%
16300001,CO Ahd,CO,320102101010106,Existing Post Offices-Medical Treatment,"23,00,000.00",-,-,-,0.00%,0.00%
