Office ID,Name of Unit (HO/Division),Region,HOA,Description,APT Alloted,APT Consumed,e-lekha Consumed,Diff. (APT - e-Lekha),APT Consumed %,e-Lekha Consumed %
16530001,Ahd City Dn.,NGR,320101001030126,Philately Directorate-Advertising and Publicity,"1,00,000.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320101101030101,Postal Division-Salaires,"19,10,717.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320101101030105,Postal Division-Rewards,"27,615.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320101101030107,Postal Division-Allowances,"23,03,492.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320101101030119,Postal Division-Digital Equipment,"50,000.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320101101030129,Postal Division-Repair and Maintenance,"35,200.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320101101030149,Postal Division-Other Revenue Expenditure,"70,000.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320102003020211,In Service Training-Domestic Travel Expenses,"1,15,965.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320102003020213,In Service Training-Office Expenses,"20,000.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320102101010101,Existing Post Offices-Salaries,"6,55,49,990.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320102101010102,Existing Post Offices-Wages,"6,19,756.00","3,45,674.00",-,"3,45,674.00",55.78%,0.00%
16530001,Ahd City Dn.,NGR,320102101010105,Existing Post Offices-Rewards,"17,11,974.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320102101010107,Existing Post Offices-Allowances,"7,93,05,186.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320102101010113,Existing Post Offices-Office Expenses,"5,70,995.00","3,19,753.00",-,"3,19,753.00",56.00%,0.00%
16530001,Ahd City Dn.,NGR,320102101010114,"Existing Post Offices-Rent,Rates & Taxes for Land and Buidlings","7,51,968.00","7,40,665.00",-,"7,40,665.00",98.50%,0.00%
16530001,Ahd City Dn.,NGR,320102101010118,Existing Post Offices-Rent for Others,"15,000.00","7,260.00",-,"7,260.00",48.40%,0.00%
16530001,Ahd City Dn.,NGR,320102101010129,Existing Post Offices-Repairs and Maintenance,"2,34,591.00","1,03,884.00",-,"1,03,884.00",44.28%,0.00%
16530001,Ahd City Dn.,NGR,320102101010164,Existing Post Offices-Write off of losses,"2,78,174.00","2,52,714.00",-,"2,52,714.00",90.85%,0.00%
16530001,Ahd City Dn.,NGR,320102101100105,Gramin Dak Sevaks-Rewards,"2,33,782.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320102101100107,Gramin Dak Sevaks-Allowances,"62,69,192.00","-47,244.00",-,"-47,244.00",-0.75%,0.00%
16530001,Ahd City Dn.,NGR,320102103030324,Road Transfer Network_MNOP-Fuels and Lubricants,"90,000.00","81,666.00",-,"81,666.00",90.74%,0.00%
16530001,Ahd City Dn.,NGR,320103101010113,SBCO-Office Expenses,"40,000.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320103101030113,Small Savings Work-Office Expenses,"1,00,000.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320105053010127,Maintenance of Post Office Buildings-Minor Civil and Electrical Works,"9,72,840.00",400.00,-,400.00,0.04%,0.00%
16530001,Ahd City Dn.,NGR,320107101010004,Superannuation & Retirement Allowance-Pensionary Charges,"61,130.00","1,87,465.00",-,"1,87,465.00",306.67%,0.00%
16530001,Ahd City Dn.,NGR,320107102010004,Commuted Value of Pension-Pensionary Charges,"1,80,09,400.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320107104010104,Gratuities-Pensionary Charges,"62,29,454.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320107104010304,Gratuities to Extra Departmental Agents-Pensionary Charges,"10,31,504.00","1,50,000.00",-,"1,50,000.00",14.54%,0.00%
16530001,Ahd City Dn.,NGR,320107104010404,Payment of severance amount to GDS-Pensionary Charges,"4,74,407.00","22,500.00",-,"22,500.00",4.74%,0.00%
16530001,Ahd City Dn.,NGR,320107108010004,Leave Encashment Benefits-Pensionary Charges,"41,60,815.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,320107110010004,Govt. Contribution for defined contributory Pension Scheme-Pensionary Charges,"2,03,17,018.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,520100003020071,Buildings_ICT Equipment,"50,000.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,801606101010500,Advertisement and Publicity-PLI,"1,50,000.00",-,-,-,0.00%,0.00%
16530001,Ahd City Dn.,NGR,801606101020500,Advertisement and Publicity-RPLI,"30,000.00",-,-,-,0.00%,0.00%
16350001,Ahmedabad GPO HO,NGR,320103101030106,Small Savings Work-Medical Treatment,"2,10,000.00","1,87,427.00",-,"1,87,427.00",89.25%,0.00%
16350001,Ahmedabad GPO HO,NGR,320102101010128,Existing Post Offices-Professional Services,"3,00,000.00","68,580.00",-,"68,580.00",22.86%,0.00%
16350001,Ahmedabad GPO HO,NGR,320101101030111,Postal Division-Domestic Travel Expenses,"62,000.00","22,753.00",-,"22,753.00",36.70%,0.00%
16350001,Ahmedabad GPO HO,NGR,320102003020211,In Service Training-Domestic Travel Expenses,"37,035.00","37,035.00",-,"37,035.00",100.00%,0.00%
16350001,Ahmedabad GPO HO,NGR,320102101010149,Existing Post Offices-Other Revenue Expenditure,"1,00,000.00",-,-,-,0.00%,0.00%
16350001,Ahmedabad GPO HO,NGR,320103101030111,Small Savings Work-Domestic Travel Expenses,"46,500.00",-,-,-,0.00%,0.00%
16350001,Ahmedabad GPO HO,NGR,320103101010106,SBCO-Medical Treatment,"10,000.00",-,-,-,0.00%,0.00%
16350001,Ahmedabad GPO HO,NGR,320103101010119,SBCO-Digital Equipment,"7,000.00",-,-,-,0.00%,0.00%
16350001,Ahmedabad GPO HO,NGR,320105053010127,Maintenance of Post Office Buildings-Minor Civil and Electrical Works,"1,00,000.00","47,836.00",-,"47,836.00",47.84%,0.00%
16350001,Ahmedabad GPO HO,NGR,320101101030113,Postal Division-Office Expenses,"4,70,000.00","12,344.00",-,"12,344.00",2.63%,0.00%
16350001,Ahmedabad GPO HO,NGR,320102101010119,Existing Post Offices-Digital Equipment,"1,00,000.00","48,970.00",-,"48,970.00",48.97%,0.00%
16350001,Ahmedabad GPO HO,NGR,320101101030106,Postal Division-Medical Treatment,"30,000.00","7,550.00",-,"7,550.00",25.17%,0.00%
16350001,Ahmedabad GPO HO,NGR,320103101030108,Small Savings Work-LTC,"77,000.00",-,-,-,0.00%,0.00%
16350001,Ahmedabad GPO HO,NGR,320102101010108,Existing Post Offices-LTC,"2,80,000.00","1,38,503.00",-,"1,38,503.00",49.47%,0.00%
16350001,Ahmedabad GPO HO,NGR,320103101010113,SBCO-Office Expenses,"40,000.00","1,182.00",-,"1,182.00",2.96%,0.00%
16350001,Ahmedabad GPO HO,NGR,320102101010106,Existing Post Offices-Medical Treatment,"17,00,000.00","6,88,346.00",-,"6,88,346.00",40.49%,0.00%
16350001,Ahmedabad GPO HO,NGR,320103101030119,Small Savings Work-Digital Equipment,"10,000.00",-,-,-,0.00%,0.00%
16350001,Ahmedabad GPO HO,NGR,320102101010113,Existing Post Offices-Office Expenses,"18,00,000.00","11,63,706.00",-,"11,63,706.00",64.65%,0.00%
16350001,Ahmedabad GPO HO,NGR,320103101030113,Small Savings Work-Office Expenses,"1,00,000.00",-,-,-,0.00%,0.00%
16350001,Ahmedabad GPO HO,NGR,320101101030119,Postal Division-Digital Equipment,"20,000.00","2,065.00",-,"2,065.00",10.32%,0.00%
16350001,Ahmedabad GPO HO,NGR,320102101010111,Existing Post Offices-Domestic Travel Expenses,"7,00,000.00","2,27,157.00",-,"2,27,157.00",32.45%,0.00%
16530002,Ahd GPO Dn.,NGR,320101001030126,Philately Directorate-Advertising and Publicity,"50,000.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320101101030101,Postal Division-Salaires,"5,84,172.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320101101030105,Postal Division-Rewards,"24,107.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320101101030107,Postal Division-Allowances,"6,72,164.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320102003020213,In Service Training-Office Expenses,"3,000.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320102101010101,Existing Post Offices-Salaries,"13,49,92,550.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320102101010102,Existing Post Offices-Wages,"25,920.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320102101010105,Existing Post Offices-Rewards,"53,90,677.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320102101010107,Existing Post Offices-Allowances,"15,39,42,120.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320102101010114,"Existing Post Offices-Rent,Rates & Taxes for Land and Buidlings",67.00,-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320102103030324,Road Transfer Network_MNOP-Fuels and Lubricants,"51,000.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320103101010101,SBCO-Salaries,"57,550.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320103101010105,SBCO-Rewards,"24,000.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320103101010107,SBCO-Allowances,"6,43,267.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320103101030101,Small Savings Work-Salaries,"1,17,53,700.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320103101030105,Small Savings Work-Rewards,"3,58,271.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320103101030107,Small Savings Work-Allowances,"1,78,88,652.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320107101010004,Superannuation & Retirement Allowance-Pensionary Charges,"30,33,53,745.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320107102010004,Commuted Value of Pension-Pensionary Charges,"2,06,50,066.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320107104010104,Gratuities-Pensionary Charges,"1,12,16,622.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320107107010004,Family Pension-Pensionary Charges,"8,85,62,032.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320107108010004,Leave Encashment Benefits-Pensionary Charges,"1,04,92,789.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,320107110010004,Govt. Contribution for defined contributory Pension Scheme-Pensionary Charges,"65,78,130.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,520100003020071,Buildings_ICT Equipment,"50,000.00",-,-,-,0.00%,0.00%
16530002,Ahd GPO Dn.,NGR,801606101010500,Advertisement and Publicity-PLI,"30,000.00",-,-,-,0.00%,0.00%
16610001,PMG Ahd,NGR,320101001030126,Philately Directorate-Advertising and Publicity,"2,40,000.00",-,-,-,0.00%,0.00%
16610001,PMG Ahd,NGR,320101101010101,Circle Office-Salaries,"2,08,42,000.00","75,43,461.00",-,"75,43,461.00",36.19%,0.00%
16610001,PMG Ahd,NGR,320101101010105,Circle Office-Rewards,"6,51,000.00","10,000.00",-,"10,000.00",1.54%,0.00%
16610001,PMG Ahd,NGR,320101101010106,Circle Office-Medical Treatment,"9,28,000.00","7,67,984.00",-,"7,67,984.00",82.76%,0.00%
16610001,PMG Ahd,NGR,320101101010107,Circle Office-Allowances,"2,64,81,000.00","83,84,169.00",-,"83,84,169.00",31.66%,0.00%
16610001,PMG Ahd,NGR,320101101010108,Circle Office-LTC,"3,12,000.00","2,97,099.00",-,"2,97,099.00",95.22%,0.00%
16610001,PMG Ahd,NGR,320101101010111,Circle Office-Domestic Travel Expenses,"7,04,000.00","1,86,652.00",-,"1,86,652.00",26.51%,0.00%
16610001,PMG Ahd,NGR,320101101010113,Circle Office-Office Expenses,"29,58,000.00","11,74,769.00",-,"11,74,769.00",39.71%,0.00%
16610001,PMG Ahd,NGR,320101101010119,Circle Office-Digital Equipment,"3,88,000.00",-,-,-,0.00%,0.00%
16610001,PMG Ahd,NGR,320101101010124,Circle Office-Fuels and Lubricants,"1,08,000.00","23,697.00",-,"23,697.00",21.94%,0.00%
16610001,PMG Ahd,NGR,320101101010128,Circle Office-Professional Services,"4,000.00",-,-,-,0.00%,0.00%
16610001,PMG Ahd,NGR,320101101010129,Circle Office-Repair and Maintenance,"50,000.00","18,098.00",-,"18,098.00",36.20%,0.00%
16610001,PMG Ahd,NGR,320101101010149,Circle Office-Other Revenue Expenditure,"57,000.00",-,-,-,0.00%,0.00%
16610001,PMG Ahd,NGR,320101101020226,Marketing function of DoP (Scheme)-Advertising and Publicity,"6,00,000.00",-,-,-,0.00%,0.00%
16610001,PMG Ahd,NGR,320102101010114,"Existing Post Offices-Rent,Rates & Taxes for Land and Buidlings","64,90,334.00",-,-,-,0.00%,0.00%
16610001,PMG Ahd,NGR,320102101010149,Existing Post Offices-Other Revenue Expenditure,"11,52,000.00",-,-,-,0.00%,0.00%
16610001,PMG Ahd,NGR,320102101010164,Existing Post Offices-Write off of losses,"68,142.00",-,-,-,0.00%,0.00%
16610001,PMG Ahd,NGR,320102103020118,Air-Ordinary services-Rent for Others,"1,09,48,758.00","1,09,48,758.00",-,"1,09,48,758.00",100.00%,0.00%
16610001,PMG Ahd,NGR,320105053010127,Maintenance of Post Office Buildings-Minor Civil and Electrical Works,"91,48,358.00",-,-,-,0.00%,0.00%
16610001,PMG Ahd,NGR,320107110010004,Govt. Contribution for defined contributory Pension Scheme-Pensionary Charges,"16,60,85,830.00","12,21,211.00",-,"12,21,211.00",0.74%,0.00%
16610001,PMG Ahd,NGR,520100101020072,Buildings_Buildings And Structures,"2,50,000.00",-,-,-,0.00%,0.00%
16610001,PMG Ahd,NGR,520100101020073,Buildings -Estates Management_Infrastructural Assets,"3,00,000.00",-,-,-,0.00%,0.00%
16610001,PMG Ahd,NGR,801606101010500,Advertisement and Publicity-PLI,"2,00,000.00",-,-,-,0.00%,0.00%
16610001,PMG Ahd,NGR,801606101020500,Advertisement and Publicity-RPLI,"1,00,000.00",-,-,-,0.00%,0.00%
16410001,MMS Ahd,MMS,320102103030318,Road Transfer Network_MNOP_Rent for Others,"33,50,000.00","33,01,326.00",-,"33,01,326.00",98.55%,0.00%
16410001,MMS Ahd,MMS,320102103060101,Other Conveyance of Mails-Salaries,"1,11,89,000.00","35,10,900.00",-,"35,10,900.00",31.38%,0.00%
16410001,MMS Ahd,MMS,320102103060102,Other Conveyance of Mails-Wages,"2,50,000.00","57,600.00",-,"57,600.00",23.04%,0.00%
16410001,MMS Ahd,MMS,320102103060105,Other Conveyance of Mails-Rewards,"4,80,000.00",-,-,-,0.00%,0.00%
16410001,MMS Ahd,MMS,320102103060106,Other Conveyance of Mails-Medical Treatment,"4,88,500.00","20,265.00",-,"20,265.00",4.15%,0.00%
16410001,MMS Ahd,MMS,320102103060107,Other Conveyance of Mails-Allowances,"1,56,38,000.00","44,59,272.00",-,"44,59,272.00",28.52%,0.00%
16410001,MMS Ahd,MMS,320102103060108,Other Conveyance of Mails-LTC,"1,50,000.00",-,-,-,0.00%,0.00%
16410001,MMS Ahd,MMS,320102103060111,Other Conveyance of Mails-Domestic Travel Expenses,"2,00,000.00","4,800.00",-,"4,800.00",2.40%,0.00%
16410001,MMS Ahd,MMS,320102103060113,Other Conveyance of Mails-Office Expenses,"3,18,76,000.00","80,14,978.00",-,"80,14,978.00",25.14%,0.00%
16410001,MMS Ahd,MMS,320102103060114,"Other Conveyance of Mails-Rent,Rates & Taxes for Land and Buidlings","17,85,000.00","3,946.00",-,"3,946.00",0.22%,0.00%
16410001,MMS Ahd,MMS,320102103060118,Other Conveyance of Mails-Rent for Others,"22,40,000.00",-,-,-,0.00%,0.00%
16410001,MMS Ahd,MMS,320102103060119,Other Conveyance of Mails-Digital Equipment,"1,20,000.00","8,928.00",-,"8,928.00",7.44%,0.00%
16410001,MMS Ahd,MMS,320102103060124,Other Conveyance of Mails-Fuels and Lubricants,"2,42,01,000.00","75,94,611.00",-,"75,94,611.00",31.38%,0.00%
16410001,MMS Ahd,MMS,320102103060127,Other Conveyance of Mails-Minor Civil and Electrical Works,"50,000.00",-,-,-,0.00%,0.00%
16410001,MMS Ahd,MMS,320102103060128,Other Conveyance of Mails-Professional Services,"1,60,000.00",-,-,-,0.00%,0.00%
16410001,MMS Ahd,MMS,320102103060129,Other Conveyance of Mails-Repairs and Maintenance,"35,00,000.00","5,68,109.00",-,"5,68,109.00",16.23%,0.00%
16410001,MMS Ahd,MMS,320102103060149,Other Conveyance of Mails-Other Revenue Expenditure,"10,51,000.00","2,37,081.00",-,"2,37,081.00",22.56%,0.00%
16410001,MMS Ahd,MMS,320103101080129,PLI Branch Circle Office-Repair and Maintenance,"73,000.00","34,886.00",-,"34,886.00",47.79%,0.00%
16410001,MMS Ahd,MMS,320103101090124,Rural PLI-Fuels and Lubricants,"40,000.00","23,400.00",-,"23,400.00",58.50%,0.00%
16410001,MMS Ahd,MMS,320107104010104,Gratuities-Pensionary Charges,"20,00,000.00",-,-,-,0.00%,0.00%
16410001,MMS Ahd,MMS,320107108010004,Leave Encashment Benefits-Pensionary Charges,"12,00,000.00",-,-,-,0.00%,0.00%
16410001,MMS Ahd,MMS,320107110010004,Govt. Contribution for defined contributory Pension Scheme-Pensionary Charges,"20,10,000.00","5,63,700.00",-,"5,63,700.00",28.04%,0.00%
16410001,MMS Ahd,MMS,520100101030451,Modernisation of Mail Motor Vehicles-Motor Vehicles,"3,10,00,000.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320102101010124,Existing Post Offices-Fuels and Lubricants,"1,02,553.00","5,200.00",-,"5,200.00",5.07%,0.00%
16360009,Amreli HO,SKR,320105053010127,Maintenance of Post Office Buildings-Minor Civil and Electrical Works,"1,00,000.00","1,514.00",-,"1,514.00",1.51%,0.00%
16360009,Amreli HO,SKR,320102101010107,Existing Post Offices-Allowances,"9,36,63,664.00","1,67,35,056.00",-,"1,67,35,056.00",17.87%,0.00%
16360009,Amreli HO,SKR,320103101080102,PLI Branch Circle office-Wages,"3,600.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320103101010113,SBCO-Office Expenses,"30,219.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320102103060119,Other Conveyance of Mails-Digital Equipment,"18,553.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320107101010004,Superannuation & Retirement Allowance-Pensionary Charges,"11,52,56,997.00","1,64,02,963.00",-,"1,64,02,963.00",14.23%,0.00%
16360009,Amreli HO,SKR,320102103060101,Other Conveyance of Mails-Salaries,"16,45,775.00","6,40,194.00",-,"6,40,194.00",38.90%,0.00%
16360009,Amreli HO,SKR,320103101080105,PLI Branch Circle office-Rewards,"11,300.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320101101030111,Postal Division-Domestic Travel Expenses,"6,86,775.00","2,00,320.00",-,"2,00,320.00",29.17%,0.00%
16360009,Amreli HO,SKR,320102103060128,Other Conveyance of Mails-Professional Services,"17,82,997.00","3,04,448.00",-,"3,04,448.00",17.08%,0.00%
16360009,Amreli HO,SKR,320101101030124,Postal Division-Fuels and Lubricants,"1,24,219.00","23,973.00",-,"23,973.00",19.30%,0.00%
16360009,Amreli HO,SKR,320107104010404,Payment of severance amount to GDS-Pensionary Charges,"12,28,897.00","2,47,083.00",-,"2,47,083.00",20.11%,0.00%
16360009,Amreli HO,SKR,320102101010114,"Existing Post Offices-Rent,Rates & Taxes for Land and Buidlings","9,11,108.00","2,72,785.00",-,"2,72,785.00",29.94%,0.00%
16360009,Amreli HO,SKR,320103101010105,SBCO-Rewards,"7,997.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320102101010149,Existing Post Offices-Other Revenue Expenditure,"1,441.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320102101010102,Existing Post Offices-Wages,"16,95,441.00","3,75,430.00",-,"3,75,430.00",22.14%,0.00%
16360009,Amreli HO,SKR,320102003020213,In Service Training-Office Expenses,"25,000.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320102103060113,Other Conveyance of Mails-Office Expenses,"5,96,886.00","1,28,322.00",-,"1,28,322.00",21.50%,0.00%
16360009,Amreli HO,SKR,320103101010124,SBCO-Fuels and Lubricants,108.00,-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320103101010101,SBCO-Salaries,"14,441.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320101101030107,Postal Division-Allowances,"88,37,775.00","20,16,611.00",-,"20,16,611.00",22.82%,0.00%
16360009,Amreli HO,SKR,320103101030111,Small Savings Work-Domestic Travel Expenses,"13,108.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320103101030108,Small Savings Work-LTC,"13,664.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320102101010105,Existing Post Offices-Rewards,"36,56,108.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320101101030101,Postal Division-Salaires,"97,97,886.00","20,67,725.00",-,"20,67,725.00",21.10%,0.00%
16360009,Amreli HO,SKR,320103101030113,Small Savings Work-Office Expenses,"22,441.00","1,380.00",-,"1,380.00",6.15%,0.00%
16360009,Amreli HO,SKR,320107110010004,Govt. Contribution for defined contributory Pension Scheme-Pensionary Charges,"1,69,42,920.00","34,67,914.00",-,"34,67,914.00",20.47%,0.00%
16360009,Amreli HO,SKR,320107108010004,Leave Encashment Benefits-Pensionary Charges,"38,05,797.00","21,31,984.00",-,"21,31,984.00",56.02%,0.00%
16360009,Amreli HO,SKR,320103101010106,SBCO-Medical Treatment,441.00,-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320102101010113,Existing Post Offices-Office Expenses,"32,73,553.00","3,56,234.00",-,"3,56,234.00",10.88%,0.00%
16360009,Amreli HO,SKR,320103101010108,SBCO-LTC,219.00,-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320101101030149,Postal Division-Other Revenue Expenditure,"4,441.00","4,375.00",-,"4,375.00",98.51%,0.00%
16360009,Amreli HO,SKR,320102101010128,Existing Post Offices-Professional Services,"2,83,441.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320102101010111,Existing Post Offices-Domestic Travel Expenses,"15,93,553.00","2,84,470.00",-,"2,84,470.00",17.85%,0.00%
16360009,Amreli HO,SKR,320103101080128,PLI Branch Circle office-Professional Services,"2,000.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320103101080101,PLI Branch Circle office-Salaries,"3,10,000.00","1,28,400.00",-,"1,28,400.00",41.42%,0.00%
16360009,Amreli HO,SKR,320107104010104,Gratuities-Pensionary Charges,"40,44,997.00","31,78,160.00",-,"31,78,160.00",78.57%,0.00%
16360009,Amreli HO,SKR,320103101030105,Small Savings Work-Rewards,"24,441.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320102101100107,Gramin Dak Sevaks-Allowances,"12,32,68,997.00","3,65,31,054.00",-,"3,65,31,054.00",29.64%,0.00%
16360009,Amreli HO,SKR,320103101090113,Rural PLI-Office Expenses,"4,000.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320101101030129,Postal Division-Repair and Maintenance,"63,330.00","2,740.00",-,"2,740.00",4.33%,0.00%
16360009,Amreli HO,SKR,320103101010107,SBCO-Allowances,"1,59,553.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320103101030107,Small Savings Work-Allowances,"7,29,330.00","4,52,930.00",-,"4,52,930.00",62.10%,0.00%
16360009,Amreli HO,SKR,320102101010129,Existing Post Offices-Repairs and Maintenance,"1,82,997.00","22,990.00",-,"22,990.00",12.56%,0.00%
16360009,Amreli HO,SKR,320102101010118,Existing Post Offices-Rent for Others,"5,886.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320101101030113,Postal Division-Office Expenses,"4,72,664.00","71,759.00",-,"71,759.00",15.18%,0.00%
16360009,Amreli HO,SKR,320101101030108,Postal Division-LTC,"22,997.00","1,996.00",-,"1,996.00",8.68%,0.00%
16360009,Amreli HO,SKR,320103101080108,PLI Branch Circle office-LTC,"7,000.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320102101010106,Existing Post Offices-Medical Treatment,"4,37,330.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320102101010101,Existing Post Offices-Salaries,"9,99,06,108.00","1,80,12,708.00",-,"1,80,12,708.00",18.03%,0.00%
16360009,Amreli HO,SKR,320103101080106,PLI Branch Circle office-Medical Treatment,"18,000.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320103101080113,PLI Branch Circle office-Office Expenses,"7,000.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320102101010119,Existing Post Offices-Digital Equipment,"1,47,553.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320102003020211,In Service Training-Domestic Travel Expenses,"2,00,000.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320103101030101,Small Savings Work-Salaries,"6,53,219.00","5,42,200.00",-,"5,42,200.00",83.00%,0.00%
16360009,Amreli HO,SKR,320107102010004,Commuted Value of Pension-Pensionary Charges,"84,42,441.00","24,89,666.00",-,"24,89,666.00",29.49%,0.00%
16360009,Amreli HO,SKR,320103101010119,SBCO-Digital Equipment,"8,108.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,801606101020500,Advertisement and Publicity-RPLI,"65,000.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320103101080107,PLI Branch Circle office-Allowances,"2,90,000.00","1,67,804.00",-,"1,67,804.00",57.86%,0.00%
16360009,Amreli HO,SKR,320103101030106,Small Savings Work-Medical Treatment,"22,108.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320102103060108,Other Conveyance of Mails-LTC,"20,664.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,801606101010500,Advertisement and Publicity-PLI,"1,00,000.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320102101010108,Existing Post Offices-LTC,"2,49,441.00","10,172.00",-,"10,172.00",4.08%,0.00%
16360009,Amreli HO,SKR,320101101030106,Postal Division-Medical Treatment,"30,641.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320101101030105,Postal Division-Rewards,"2,28,775.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320101101030119,Postal Division-Digital Equipment,"22,441.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320102101100105,Gramin Dak Sevaks-Rewards,"53,18,497.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320160102030149,Subscription towards SDBS-Other Revenue Expenditure,"7,38,097.00","2,80,500.00",-,"2,80,500.00",38.00%,0.00%
16360009,Amreli HO,SKR,320101101030128,Postal Division-Professinal Services,"60,219.00",-,-,-,0.00%,0.00%
16360009,Amreli HO,SKR,320102103060111,Other Conveyance of Mails-Domestic Travel Expenses,"6,86,664.00","1,79,928.00",-,"1,79,928.00",26.20%,0.00%
